band,OV,BRCA,ER,TRI
14_q21.3,-0.0445859872611465,-0.00571428571428571,-0.00576368876080692,-0.0147058823529412
14_q22.1,-0.0387096774193548,-0.00756143667296786,-0.00859598853868195,-0.0147058823529412
14_q22.2,-0.0382165605095541,-0.00754716981132076,-0.00859598853868195,-0.0147058823529412
14_q22.3,-0.0318471337579618,-0.00754716981132076,-0.00859598853868195,-0.0147058823529412
14_q23.1,-0.0382165605095541,0.00940198273105214,-0.00857142857142857,-0.0147058823529412
14_q23.2,-0.0318471337579618,0.0112994350282486,-0.00571428571428571,-0.0147058823529412
14_q23.3,-0.0318471337579618,0.0150659133709981,-0.00285714285714286,0
14_q24.1,-0.0382165605095541,-0.00189035916824197,-0.00285714285714286,0
14_q24.2,-0.0384615384615385,-0.00188679245283019,-0.00285714285714286,0
14_q24.3,-0.0445859872611465,-0.00378071833648393,-0.00286532951289398,-0.0147058823529412
14_q31.1,-0.0337164220437552,-0.00377358490566038,-0.00286532951289398,-0.0147058823529412
14_q31.2,-0.0398443029016278,-0.00189393939393939,-0.0028735632183908,0
14_q31.3,-0.04041248606466,-0.0019047619047619,-0.00289017341040462,0
14_q32.11,-0.0277206664303438,-0.00378071833648393,-0.0028735632183908,-0.0147058823529412
14_q32.12,-0.0280914737436477,-0.00188323917137476,-0.00285714285714286,0
14_q32.13,-0.0278401122019635,-0.00189035916824197,-0.00286532951289398,0
14_q32.2,-0.0274725274725275,-0.00191570881226054,-0.00289855072463768,0
14_q32.31,-0.0273469952921628,-0.00188679245283019,-0.00285714285714286,0
14_q32.32,-0.0237154150197629,-0.00377358490566038,-0.00285714285714286,0
14_q32.33,-0.0242525930445394,-0.00770712909441233,-0.00294985250737463,0
15_q11.2,-0.0256410256410256,-0.00566037735849057,-0.00573065902578797,0
15_q12,-0.0256410256410256,-0.00376647834274953,-0.00571428571428571,0
15_q13.1,-0.0254777070063694,-0.00378787878787879,-0.00574712643678161,0
15_q13.2,-0.0254777070063694,-0.00376647834274953,-0.00571428571428571,0
15_q13.3,-0.0254777070063694,-0.0056710775047259,-0.00574712643678161,-0.0147058823529412
15_q14,-0.0254777070063694,-0.00566037735849057,-0.00573065902578797,0
15_q15.1,-0.0256410256410256,-0.00376647834274953,-0.00285714285714286,0
15_q15.2,-0.0256410256410256,-0.00188323917137476,-0.00285714285714286,0
15_q15.3,-0.0191082802547771,-0.00188323917137476,0,0
15_q21.1,-0.0193548387096774,-0.00190839694656489,-0.00288184438040346,0
15_q21.2,-0.0192307692307692,0.0112887751838823,0.0276190476190476,0
15_q21.3,-0.0258064516129032,-0.00188323917137476,-0.00285714285714286,0
15_q22.1,-0.0191082802547771,0,0,0
15_q22.2,-0.0194805194805195,0,0,0
15_q22.31,-0.0264900662251656,0.0131540861287107,0.0304431599229287,0
15_q22.32,-0.0318471337579618,-0.00188679245283019,0,0
15_q22.33,-0.0318471337579618,-0.00189035916824197,0,0
15_q23,-0.0193548387096774,-0.00381679389312977,0,0
15_q24.1,-0.0193548387096774,-0.00756143667296786,-0.00573065902578797,0
15_q24.2,-0.0192307692307692,-0.00566037735849057,-0.00573065902578797,0
15_q24.3,-0.0256410256410256,-0.00564971751412429,-0.00571428571428571,0
15_q25.1,-0.0256410256410256,0.011278075037647,0.0275862068965517,0
15_q25.2,-0.0193548387096774,0.00937339496661532,0.0247126436781609,0
15_q25.3,-0.0146520146520146,0.00940198273105214,0.0247373447946513,0
15_q26.1,-0.021269053527118,0.00807416267942583,0.0242200328407225,0
15_q26.2,-0.0274725274725275,0.0375898818695429,0.0523400191021968,0.0555555555555556
15_q26.3,-0.0131429383347542,0.0696514230892229,0.0856733524355301,0.0964052287581698
16_p11.1,-0.0337837837837838,0.0190100571879314,0.0578231292517007,-0.0461538461538462
16_p11.2,-0.0394736842105263,0.0015940661700121,0.0128054740957966,0
16_p12.1,-0.0387096774193548,-0.0004253648321445,0.0102119460500963,0
16_p12.2,-0.0324675324675325,0.0036411677514984,0.0160919540229885,0
16_p12.3,-0.0324675324675325,0.004008865132651,0.0160919540229885,0
16_p13.11,-0.0210622710622711,0,0.0104761904761904,0
16_p13.12,-0.0277206664303438,0.0037416053725616,0.0161904761904762,0
16_p13.13,-0.0213884992987377,-0.0037664783427495,0.0133333333333333,-0.0294117647058824
16_p13.2,-0.0522875816993464,0.0037416053725616,0.0161413562559694,0
16_p13.3,-0.0392156862745098,0.0058345352038809,0.0200318915686666,0
16_q11.1,-0.0337837837837838,0.0190100571879314,0.0578231292517007,-0.0461538461538462
16_q11.2,-0.0337837837837838,0.0190100571879314,0.0578231292517007,-0.0461538461538462
16_q12.1,-0.0318471337579618,-0.00189753320683112,0,0
16_q12.2,-0.0258064516129032,-0.00383141762452107,-0.00291545189504373,-0.0147058823529412
16_q13,-0.0318471337579618,-0.00376647834274953,-0.00285714285714286,0
16_q21,-0.025974025974026,0,0,0
16_q22.1,-0.0194805194805195,0,0,0
16_q22.2,-0.0196078431372549,0,0,0
16_q22.3,-0.0193548387096774,0,0,0
16_q23.1,-0.0194805194805195,0,0,0
16_q23.2,-0.0261437908496732,0,0,0
16_q23.3,-0.0193548387096774,0,0,0
16_q24.1,-0.0130718954248366,0,0,0
16_q24.2,-0.0194805194805195,0.0150552131484335,0,0.0404040404040404
16_q24.3,0.0022411798727588,0.0150552131484335,0,0.0406301824212272
17_p11.1,-0.0196078431372549,0.0039779681762546,0.0227180527383368,-0.0149253731343284
17_p11.2,-0.0130718954248366,0,0,0
17_p12,-0.0192307692307692,0,0,0
17_p13.1,-0.0130718954248366,0,0,0
17_p13.2,-0.012987012987013,0,0,0
17_p13.3,-0.0206896551724138,-0.00189753320683112,-0.00288184438040346,0
17_q11.1,-0.0196078431372549,0.0039779681762546,0.0227180527383368,-0.0149253731343284
17_q11.2,-0.0204081632653061,-0.0134874759152216,-0.0116959064327485,0
17_q12,-0.002463768115942,0.00996759650605809,0.0237382378100941,0
17_q21.1,-0.0275919732441472,-0.0464965257484252,0.000952380952380996,-0.0441176470588235
17_q21.2,-0.0130718954248366,-0.00384615384615385,0,-0.0149253731343284
17_q21.31,-0.0132450331125828,0,0,0
17_q21.32,-0.0082437275985663,-0.0116768016561004,0.0042635658914728,0
17_q21.33,0.0022586109542631,-0.0303776683087028,-0.0231541289873795,0
17_q22,-0.0081192692657661,0.0277202742916289,0.0779397473275021,0
17_q23.1,-0.0209775685405705,-0.0066488494882993,0.0356321839080456,0
17_q23.2,-0.0211817168338908,0.0074192516789255,0.0502387774594075,0
17_q23.3,-0.0040673211781206,0.0148665534587164,0.0614942528735629,0
17_q24.1,0.0132538569424965,0.0139370542432768,0.0672413793103445,0
17_q24.2,0.0132538569424965,-0.0181442198652525,0.0109098394400988,0
17_q24.3,0.0134865134865135,0.0073328401891101,0.0320845341018252,0
17_q25.1,0.017334470019892,0.0261326287297803,0.0348747591522158,0
17_q25.2,0.0175042348955392,0.0300927406459866,0.0408787010506209,0
17_q25.3,-0.0005038871292831,0.0204626045089301,0.0187134502923976,0
18_p11.1,-0.0162861491628615,-0.00389105058365759,-0.00584795321637427,0
18_p11.21,-0.0209775685405705,-0.00188679245283019,0,-0.0147058823529412
18_p11.22,-0.0209775685405705,-0.00189035916824197,0,-0.0149253731343284
18_p11.23,-0.0275919732441472,-0.00188323917137476,0,-0.0147058823529412
18_p11.31,-0.0218101733447002,-0.00378787878787879,0,-0.0294117647058824
18_p11.32,-0.0278401122019635,-0.00378787878787879,0,-0.0294117647058824
18_q11.1,-0.0162861491628615,-0.00389105058365759,-0.00584795321637427,0
18_q11.2,-0.0675618073316283,0,0,0
18_q12.1,-0.051948051948052,0.0150623600895427,-0.00285714285714286,0.0555555555555556
18_q12.2,-0.038961038961039,0,0,0
18_q12.3,-0.0387096774193548,0.0150623600895427,-0.00285714285714286,0
18_q21.1,-0.0194805194805195,0.0153366174055829,-0.00288184438040346,0
18_q21.2,-0.0254777070063694,-0.00188679245283019,-0.00285714285714286,0
18_q21.31,-0.0191082802547771,-0.00188323917137476,-0.00285714285714286,0
18_q21.32,-0.0131578947368421,-0.00190839694656489,-0.00291545189504373,0
18_q21.33,-0.0194805194805195,-0.00376647834274953,-0.00571428571428571,0
18_q22.1,-0.012987012987013,-0.00376647834274953,-0.00571428571428571,0
18_q22.2,-0.012987012987013,-0.00377358490566038,-0.00573065902578797,0
18_q22.3,-0.012987012987013,-0.00189753320683112,-0.0028735632183908,0
18_q23,-0.00657894736842105,-0.00386847195357834,-0.00290697674418605,0
19_p11,-0.0859862671660424,-0.0035810550635348,0.0143075578855395,-0.0483870967741936
19_p12,-0.0763000852514919,-0.0151515151515152,-0.0172910662824208,-0.0147058823529412
19_p13.11,-0.0767180925666202,-0.00570342205323194,-0.00576368876080692,0
19_p13.12,-0.156178489702518,0.0039333945194703,0.0229885057471265,0
19_p13.13,-0.18582110218776,-0.0112994350282486,-0.0114285714285714,0
19_p13.2,-0.122600619195046,-0.00387596899224806,-0.00294117647058824,-0.0151515151515152
19_p13.3,0.00441006362058995,0,0,0
19_q11,-0.0859862671660424,-0.0035810550635348,0.0143075578855395,-0.0483870967741936
19_q12,-0.154573902918274,-0.0040833522377418,-0.0114942528735632,-0.0757575757575758
19_q13.11,-0.117335562987737,-0.000128646319107202,-0.00288184438040346,-0.0882352941176471
19_q13.12,-0.10163749294184,-0.001990241397021,-0.0028735632183908,-0.117647058823529
19_q13.13,-0.11790516631281,0.0150659133709982,-0.00571428571428571,-0.0326797385620915
19_q13.2,-0.0753424657534247,0.0102670100298184,0,0.0177238805970149
19_q13.31,-0.0636942675159236,-0.00754716981132076,-0.00573065902578797,-0.0294117647058824
19_q13.32,-0.0457516339869281,-0.00190114068441065,0,-0.0149253731343284
19_q13.33,-0.0387096774193548,0,0,0
19_q13.41,-0.0448717948717949,0.0055855161787365,-0.0171919770773639,0.0555555555555556
19_q13.42,-0.0460526315789474,0.0268199233716476,-0.00583090379008746,0.0406301824212272
19_q13.43,-0.028865534120357,0.0244106390505902,-0.0144092219020173,0.0555555555555556
1_p11.1,-0.051948051948052,-0.0054887699094185,0.0130434782608695,-0.0303030303030303
1_p11.2,-0.0509554140127389,-0.0170132325141777,-0.014367816091954,-0.0294117647058824
1_p12,-0.0387096774193548,-0.0132075471698113,-0.0114285714285714,-0.0298507462686567
1_p13.1,-0.025974025974026,-0.00756143667296786,-0.00286532951289398,-0.0298507462686567
1_p13.2,-0.0318471337579618,-0.00379506641366224,-0.0028735632183908,0
1_p13.3,-0.0261437908496732,-0.0056710775047259,-0.00573065902578797,0
1_p21.1,-0.0318471337579618,-0.00379506641366224,-0.00288184438040346,0
1_p21.2,-0.0318471337579618,-0.00378071833648393,-0.00286532951289398,0
1_p21.3,-0.0320512820512821,-0.00377358490566038,-0.00286532951289398,0
1_p22.1,-0.0382165605095541,-0.00188679245283019,-0.00285714285714286,0
1_p22.2,-0.0448717948717949,0.0169491525423729,0,0
1_p22.3,-0.032258064516129,0.0172413793103448,0,0
1_p31.1,-0.0324675324675325,-0.00189393939393939,0,-0.0149253731343284
1_p31.2,-0.0382165605095541,0.0150587933741309,0,-0.0147058823529412
1_p31.3,-0.032258064516129,0.0131755676367125,-0.00286532951289398,-0.0147058823529412
1_p32.1,-0.0273469952921628,0.00940198273105214,-0.00573065902578797,-0.0147058823529412
1_p32.2,-0.0209775685405705,0.011245730489141,-0.00573065902578797,-0.0149253731343284
1_p32.3,-0.0277206664303438,0.013168434205889,-0.00574712643678161,0
1_p33,-0.0277206664303438,0.0169491525423729,0,0
1_p34.1,-0.0231832683445586,0.0169491525423729,0,0
1_p34.2,-0.0492286115007013,0.0172413793103448,0,0
1_p34.3,-0.0067680663707153,0.0172413793103448,0,0
1_p35.1,-0.0042348955392434,0.0169491525423729,0,0
1_p35.2,-0.0387096774193548,0,0,0
1_p35.3,-0.0384615384615385,0,0,0
1_p36.11,-0.025974025974026,0,0,0
1_p36.12,-0.0328947368421053,-0.00188679245283019,-0.00286532951289398,0
1_p36.13,-0.0258064516129032,0,0,0
1_p36.21,-0.0392156862745098,0,0,0
1_p36.22,-0.0283625730994152,0.0169491525423729,0,0
1_p36.23,-0.0363253856942497,0.0169491525423729,0,0
1_p36.31,-0.0427769985974755,0.0150480118579622,-0.00288184438040346,0
1_p36.32,-0.0427769985974755,0.0153219935137997,-0.00290697674418605,0
1_p36.33,-0.0447713969308654,0.011449873518839,-0.00879765395894428,0
1_q11,-0.051948051948052,-0.0054887699094185,0.0130434782608695,-0.0303030303030303
1_q12,-0.051948051948052,-0.0054887699094185,0.0130434782608695,-0.0303030303030303
1_q21.1,-0.0737313652052581,0.005631953562297,-0.000203252032520404,-0.0395371263259402
1_q21.2,-0.0859046283309958,0.00635898780647699,0.0090297790585975,-0.117647058823529
1_q21.3,-0.0607246376811594,0.0082101806239738,-0.0490907284110106,0.00248756218905499
1_q22,-0.0808249721293204,0.0338983050847456,-0.00190476190476191,-0.009803921568627
1_q23.1,-0.0436203466894004,0.0183615819209037,-0.0051724137931034,-0.035947712418301
1_q23.2,-0.0546939905843257,0.0205628397825389,-0.00210124164278891,0.00490196078431399
1_q23.3,-0.0591941290501246,0.0295886533946544,0.00362941738299909,-0.040404040404041
1_q24.1,-0.0421245421245421,0.0299968020466898,0.00380952380952379,-0.00829187396351601
1_q24.2,-0.0342917251051893,0.0335130970724188,0.003448275862069,0.0215588723051409
1_q24.3,-0.0464552755469399,0.0301318267419959,-0.0047619047619047,0.0228758169934639
1_q25.1,-0.0342917251051893,0.0337703869523502,-0.0047619047619047,0.0228758169934639
1_q25.2,-0.0475719932241671,0.0181539664950134,-0.0049665711556829,0.0228758169934639
1_q25.3,-0.0475719932241671,0.020351823317925,0.000384245917387199,0.0228758169934639
1_q31.1,-0.0400858487953476,0.0176354679802956,-0.0030805922687072,-0.00829187396351601
1_q31.2,-0.0509554140127389,0.0148024734869117,0.0252873563218391,-0.0473856209150324
1_q31.3,-0.0509554140127389,0.0320150659133707,0.0590476190476187,-0.0473856209150324
1_q32.1,-0.0350636205899364,0.0557354925775974,0.106432748538012,-0.0270522388059701
1_q32.2,-0.0344655344655345,0.0355204900296285,0.0830766173109408,-0.0620915032679734
1_q32.3,-0.0337164220437552,0.0395480225988699,0.0838095238095241,-0.0473856209150324
1_q41,-0.0012052463665366,0.0392502612330201,0.0890804597701153,-0.0936981757877284
1_q42.11,0.0033924120742176,0.0244821092278716,0.0590476190476187,-0.0767973856209154
1_q42.12,-0.0029770146773747,0.0262232171410294,0.0590476190476187,-0.0638474295190714
1_q42.13,-0.0093464414289671,0.0238960537741611,0.0586206896551721,-0.0638474295190714
1_q42.2,-0.0235742518351214,0.00724103681394381,0.0281609195402299,-0.0915032679738564
1_q42.3,-0.0220852949321518,0.0412855772305723,0.0285714285714286,-0.038142620232173
1_q43,-0.0225752508361204,0.0408452063165341,0.0252873563218391,-0.035947712418301
1_q44,-0.0283882783882783,0.0582347297729453,0.0588347659980894,-0.035947712418301
20_p11.1,-0.0978632478632479,-0.00764818355640535,-0.0115606936416185,0
20_p11.21,-0.0730014025245442,-0.0114285714285714,-0.0115273775216138,-0.0149253731343284
20_p11.22,-0.0660535117056856,-0.0094876660341556,-0.00859598853868195,-0.0149253731343284
20_p11.23,-0.072463768115942,-0.0132325141776938,-0.0143266475644699,-0.0147058823529412
20_p12.1,-0.0549450549450549,-0.00568181818181818,-0.00864553314121038,0
20_p12.2,-0.0561829474872953,-0.00378787878787879,-0.00574712643678161,0
20_p12.3,-0.0672716796312301,-0.00566037735849057,-0.00859598853868195,0
20_p13,-0.048025007104291,-0.0056710775047259,-0.00859598853868195,0
20_q11.1,-0.0978632478632479,-0.00764818355640535,-0.0115606936416185,0
20_q11.21,-0.106777493606138,0.02064072932717,-0.0143266475644699,0.0816993464052286
